,Review,Label
912,staff fantastic helpful police super friendly food delicious overall hotel view amenities fabulous long way steep hill need get tuk tuk town walkable,neutral
913,everything promise property exceed expectations beautiful location excellent room condition good buffet,positive
914,walk room saw view like wow restaurant okay hold together manager train staff work hard ensure happy customers hardworking man always smile water pump either go night come early morning real design fault new hotel,neutral
915,location perfect stay suite room room super clean comfortable spa jacuzzi love mostly best room honeymoon couple view room really good see entire kandy city room glass door saw sun rise well worth stay staff really helpful pool clean great view breakfast selection less selection breakfast also buffet breakfast liquor serve hotel bring bottle buy nearest restaurant,positive
916,amaze view new modern room everything super clean great poolthey didnt license serve sell alcohol drink also far everything mountain go tuktuk uber compensate view,neutral
917,beautiful view nice stuff clean room good pool good viewwas,positive
918,lovely staff amaze view good food minutes drive kandy city would definitely recommend,positive
919,nice view perfect location ok breakfast great staff lovely people internet could better overall highly recommendwas,positive
920,welcome time support staff team amaze view infinity pool area top floor room good room service discretion continental breakfast would expect plus local specialities great support book local day tour include amaze local guide,positive
921,nice place kind people alcohol,positive
922,everything perfectwas,positive
923,view high steep hill fantastic pool nice room clean modern bright could brilliant hotel bite care maintenance hot water stay gap around glass window whistle like flute wind blow doors seem fit properly get stick make noise open close shelf bathroom degree angle man front desk try pass problems normal,neutral
924,new clean good facilities friendly upul serve dinner breakfast good service big smile choose extend stay back forth one receptionists able give us room beautiful view checkout paper note pay room charge make us confuse staff poor english wich sometimes make bite difficult communicate,neutral
925,beautiful view kandy great swim pool staff team super helpful small damp bathroom,neutral
926,hotel brand new facilities amaze room fully equip swim pool terrace view simply astonish staff really friendly helpful,positive
927,beautiful view bed balcony jazucci,positive
928,superb place kandy staff hotel supportive hotel locate exotic environment carm quiet place kandy small issue hot water facility function properly would like confirm issue select hotel spend leasure time,neutral
929,staff accomodating would like give special shout mr anusha really do us help us ask hotel get tuk tuk organise price tuk tuk driver beforehand mimimum price rupees even go km like x price would otherwise pay,neutral
930,amaze view photos justice beautiful view mountain range lake balcony room lovely tea coffee water hairdryer room useful huge room comfy bed free welcome drink arrival helpful staff help us book tuk tuk taxino alcohol restaurant bar room service menu mention alcoholic drink licence yet tell bite disappoint drink view would lovely lunch shower temperature dodgy go freeze boil hot really wash properly food restaurant good huge portion cold expensive compare place sri lanka,neutral
931,breakfast ok eat gluten make good omelette staff serviceminded attentive want stay pool relax pool shadow early morning,neutral
932,perefect view room balcony amaze pool everything new clean would love stay longer breakfast good expensive also water pool cold,neutral
933,one best view evershower temperature inconsistent,neutral
934,hotel location wonderful prefer escape city crowd enjoy natural view restaurant nice terrace beautiful view open front enjoy breakfast lunch dinner hotel new room tidy clean hotel employees friendly professional personal opinion would recommend hotel couple families kid small disadvantage experience difficulties communicate employees stay affect comfort stay hotel,neutral
935,room perfect furnish business style absolutely match photos provide book view balcony pool totally stun worth uneasy road hotel hotel staff deserve best compliment unfortunately huge problems car everybody around try help us spend lot time help us communicate local service sri lankan language finally find us good auto repair shop could continue trip sri lanka happy meet kind friendly people hotel place top hill road little bite narrow tricky mean reach place car scary enough cliff one side hard cross another vehicle hotel restaurant provide menu good choice really many dish available also restaurant service slow hotel alcohol license visit bar next door poor choice,neutral
936,location ist beautiful however bite drive fantastic view great surise spot nice pool view bite cold extremely friendly staff good breakfastthe shower room consistent temperature switch hot cold thats negative thing say,neutral
937,great hotel great value friendly staff especially restaurant manager would make great hotel manager staff happy efficient hotel clean great facilities amaze pool organise tuk tuk sand mini bus us trip good hotelthe shower go hot cold ruin stay,neutral
938,everything perfect one best hotels kandy sure,positive
939,mount blue kandy hotel locate highest point city view room exceptional facilities enough good stay kandy many sigthseeings around,positive
940,location view balcony simply incredible nice pool beautiful look room plenty wait hour untill room get ready give drink anything complain could better tv could bigger,positive
941,atmosphere awesome staff helpful meals ok quite worth moneythe road hotel worst also car park,neutral
942,fantastic recommend pay attention place,positive
943,view great reach hotel bite far fetch mesmerize ambiance view room friendly staff breakfast good,neutral
944,locationbreakfast limitation credit card facility also lack transport facility hotel go,neutral
945,pool locationcar park,neutral
946,fantastic view valley river snake way comfortable room great friendly servicewas,positive
947,name location description accurate kandy think book road want walk along tuk tuks pretty cheap hill many people seem know hotel locatio,positive
948,clean new modern facilities incredible view room pool restaurant staff really nice helpful good value money food average even restaurant staff extremely kind water shower either hot cold close city centre advertise min tuk tuk rupiees euro,neutral
950,clean functional hotel friendly staff situate hill stun view road access quite narrow restaurant even limit options,neutral
951,hotel easily best hotel kandy staff amaze go way visitors everyday view inifinity pool breathtaking wake cloud watch sunrise bed something everyday either,positive
952,view location foodnothing everything perfect,positive
953,view hotel amaze bite away city centre worth itthe breakfast good,neutral
954,great location enjoy lot whether ideal follow morning,neutral
955,nice clean hotel amaze view room big clean nice new furniture staff verry helpfull help us everithing infinity fool great nice view pool breakfast buffet every day many options choose,neutral
956,greatest one among hill beautiful scenarios clean recommendwas,positive
957,clean modern room nice good view kandy good breakfast helpful friendly staff good wifi peaceful night traffic pass location isolate centre kandy tuktuk need get hill say need transport get get around kandy city,neutral
958,everything excellent amaze view friendly staff good food,positive
959,great viewspool little cold,neutral
960,nice design hotel top hill great view excellent infinity swim pool service best value money kandy believe,positive
961,view balcony breathtaking spend hours look mountains river room spacious one bathrooms wonderful view jacuzzi infinity pool overlook mountains quite impressive drive way hotel bite narrow choice food limit,positive
962,friendly staff good breakfast pathy chef best want whole stay clean room thank youwas,positive
963,view fantastic room clean tidy facilities mention could stay room without leave q second pool also good view staff friendly nice staff enough one waiter restaurant breakfast hours late request less choices meals offer value money,neutral
964,location view superbservice restaurant poor,neutral
965,hotel amaze select hotel leave good hotels happy take decision nice comfort course clean helpful staff hotel value money recomond anyone travel kandy nice pool also food awsome ask give dinne room much happy help serve food room check check good wifi fast last least request early check hotel response within hours accept early check thank mount blue nothing bad experice tell good,positive
966,awesome location one could centre kandy seek privacy freedom romantic silent staff excellent always attendable view breathtaking worth every cent pay facilities breakfast flow two station find good spread pool water felt clean staff friendly ask refill food items empty st hour time arrive breakfast,positive
967,property brand new staff welcome felt though anything could ask would try best accomodate also brand new everything spotlessly clean view amaze breathtaking situate mountain away hustle bustle kandy short min tuk tuk ride sacred tooth temple everything perfect food quite plain yummy authentic warm enough also english breakfast option,positive
968,staff courteous helpful bathroom fittings faulty food options quite limit,neutral
969,pool wow view pool side indescribable best thing mount blue love stay staff friendly helpful breakfast fine fish items days stay really uncomfortable would great pancakes get fluffier serve sri lanka pancakes car park must guests rest peace park cars side road plz feel bad improvement love ya mount blue,neutral
970,good friendly staff delicious foodwas,positive
971,friendly staff nice location room clean nothing,positive
972,beautiful hotel amaze view infinity pool hotel room everything brand new staff great happy help everything hotel locate mountains short fun tuk tuk drive city center great value money would definitely recommend,positive
973,room modern comfortable bed great also bathroom stylish large warm shower room brilliant view also pool restaurant share view hotel well design new quality food restaurant ok expect,neutral
974,view nothing view meals okay room improvement,neutral
975,food location staff excellent welcome us welcome drink nice also breakfast serve nicelocation excellent,positive
976,location friendly stafffood,positive
977,hotel awesome new well decorate view room swim pool magnificent staff friendly location hard find access car map thing locate top mountain restrict access send us map help us find hotel helpful,neutral
978,incredible view new property kandy staff fantastic helpful professional pool lovely room high quality decor superbeverything good,positive
979,foods delicious lacated wonderful area room clean comfortable staff also friendly im satisfy,neutral
980,hotel locate top hill benefit amaze view room clean confortable luxury hotel special thank mr anusha kindness precious advicesthe room could bite soundproof,neutral
981,recently establish hotel staff good supportive excellent view fact mountain view special nice time family,positive
982,amaze view privacy infinity pool amaze foodpool gutter baby pool low water hurt swim,positive
983,perfect view stuff super nice hotel clean hair dry hot showeri ask pay dollars write confirmation letter pay dollars though property tell pay card rupies currency exchange rate dollar sum rate euro overpay man get sick ask hot milk charge rps sth like euro buy liter organic milk netherlands price croissant hill literally think walk hotel time take cab rps euro,neutral
984,pool amaze room comfartable great dinner also helpfull staff,positive
985,view cityfood,positive
986,lovely new hotel excellent view amaze pool bite tricky get road hotel car,positive
987,good location unable enjoy fully due insufficient time plan next trip well especially good service staff thushan dev special thank extend service comment,positive
988,staff kind,positive
989,breakfirst ok,positive
990,staff friendly professional view room amd pool greatwifi connection weak,neutral
991,love hotel view cleanliness service amaze staff super friendly assist us request also make anniversary extra special send cake celebration little detail like make ones experience unforgettable thank mount blue kandy wonderful hospitality make us fall love kandy absolutely nothing love place,positive
992,breakfast good staff kind dushan great help us request pretty hotel amaze view,positive
993,spectacular view room restaurant pool lovely quiet location away bustle town pool small pleasant breakfast good towel best really soft fluffy staff generally helpful polite hair conditioner provide actually worth use unusual experience never seem hot water lucky get lukewarm even cold mornings restaurant service room service pretty slow lot new staff quite speed suspect want lunch restaurant reason tell sit outside lovely temperature breeze air con inside hot strange hotel pretty open plan around lift shaft noise carriesr room right next lift could hear night lucky ear plug load mosquitos everywhere main door open time light full glare anti mos thing room although sure would provide carry anyway get bite time room key electronic system seem mean get key set time day alcohol still await licence,neutral
994,love view service excellent private friendlynothing,positive
995,fantastic view good value money,positive
996,view amaze pool beautiful room facilities first class definitely good value money view bite away centre kandy organise rupee tuk tuk time view worth opinion,positive
997,place beautiful never stay anywhere spectacular view friendly staff especially front reception help us lot book tuk tuks etc get town hotel new cleaners amaze job place absolutely spotless fabulous infinity pool stun view really need see believe really glad find place wish still nothing,positive
998,pool view room view friendly staffsvariety foods,neutral
999,new hotel two months old place clean well design view amaze stay time crises sri lanka scar solo female traveller hotel staff look thushan wonderful host treat like family make sure okay time definitely go beyond help time food good room perfect everyone lovely definitely return highly recommend,positive
1000,good view great pool friendly staff modern facilitieschoice meal breakfast etc high prieced food,neutral
1001,location fantastic amaze view hotel new staff friendly enough toiletries people housekeep crew replenish day complementary mineral water limit bottle need pay extra,neutral
1002,let take little journey arrive greet hospitable people meet sri lanka far tisham colleague go beyond make sure feel comfortable happy even hotel manager take time ask experience get firsthand feedback go room hold breath view second none uninterrupted vistas green mountains rivers view die bed comfortable bathroom super clean everything operate nicely come pool get infiniti pool overlook breathtaking landscape think want leave come food breakfast lunch hotel order pancakes breakfast crepe pancakes honest still delicious average american diner pan cake lunch hand spectacular sweet sour prawn fresh delicious bear mind food take bite time deliver think everything fresh definitely come back recommend everyone none,positive
1003,beautiful new hotel view comparisons kandy sri lanka whole design hotel comfort room general stylish design hotel compare top hotels around world stay suite children fantastic jacuzzi hotel pool lovely stun view also staff friendly helpful thushane meet arrival helpful accommodate children definitely come back nothing great hotel,positive
1004,new property clean big room friendly staff specially tushanhotel locate quite height,neutral
1005,view spectacular enjoy relax pool staff go beyond expect extremely helpful pleasant attentive unaware hotel licence serve alcohol moment however definitely hinder stay,positive
1006,hotel still good value regard room pool jacuzzi wonderful view book night suite room facilities good new aswell literally hotel completley empty ask stay hours longer pool know say stay book night longer well plenty years travel happen first time life one pool would even use towel use right check hotel far uphill barely tuktuk driver know hotel difficult get also way back town simply overprice come lkr honestly good price want lkr simple tuktuk drive,neutral
1007,hotel peaceful tranquil staff extremely friendly attentive felt well look spa bar open yet,neutral
1008,love hotel really nice room spectacular view balcony big bathroom comfortable bed view pool massive perfect shoot instagram staff friendly helpful,positive
1009,nice clean room facilities new hotel polite helpful staff make bed time day super nice view sunrise hotel new lot still unfinished miss work reactivate keycards almost every time leave room wifi poor unreliable breakfast average really happy include eat return second morning items breakfast menu available fresh buffet almost empty ask everything staff seem really aimless almost funny especially ones serve breakfast,neutral
1010,view room amaze clean comfortable,neutral
1011,spend night middle city blue mount welcome great get away everything mountain perfect view balcony bed infinity pool lovely restaurant good food great service clean room comfiest bed ever infinitypool great staff dont need go anywhere anything need need get city get tuk tuk felt great stay,positive
1012,view phenomenal,positive
1013,comfy bed friendly helpful staff clean amaze pool nice viewn everything perfect,positive
1014,helpful staff member head house room exceptionally clean great bed crisp clean bed sheet view kandy balcony unbelievable front desk need english speak member staff waiter service around pool breakfast poor selection,neutral
1015,brand new hotel brilliant design heart take view mountain pool good spacious room beutiful balconey battroom nice hotel super clean bed furniture beautifully decorate staff owner friendly helpfull restaurant good bite far city centre need taxi tuktuk overall recomend definitly wifi internet signal work need improve,positive
1016,staff awesome professional courteous manger go way make sure comfortable well look blow away service provide mount blue hotel staff management would hesitate recommend hotel anyone come experience kandy holiday business also family friendly hotel nothing like,positive
1017,everything new hotel staff friendly helpful great view pool slightly isolate high hill course could good thing,neutral
1018,hotel clean staff supportive nature sunrise awesome room,positive
1019,beautiful view clean nice room food okayrequested suite spa tub spa work even though advertise champagne breakfast hotel liquor license alcohol,neutral
1020,viewlocation,positive
1021,view hotel good food ok bad room view would step hotel right room sound proof could hear staff talk outside wife felt safe go honeymoon staff supportive upgrade room even say pay never visit place,neutral
1022,love beautiful view room swim pool offer view lake city jacuzzi work unfortunately bite far city center,neutral
1023,romesh restaurant outstanding staff also housekeep staff nice friendly obviously guy frondesk attentive customer orient worst check experience entire trip checkout didnt even look face smile return key even busy time worst experience far hotel front desk person,neutral
1024,restaurant staff friendly food restaurant extremely good outside panoramic view riverdisturbing noise make sleep difficult noise something look like water pump every minute second one similar drill machine initially think repair hotel wrong noise continue night find shampoo shower gel single use bottle refill water basically reuse guests,neutral
1025,view room sizethe reception weak workers confuse professional jacuzzi room work night electricity disconnect hours room call room service answer go reception shock nobody reception light close front door hotel lock sleep without air condition talk next morning tell reception close pm ask lock front door get answer anyways tell electricity problem tell work go happen next night electricity stop find anyone reception tell next morning want check tell change room room ok,neutral
1026,environment good staff friendly food satisfy expensive reach place difficult car narrow roadsparking available park huge issue payment could book com pay hotel,neutral
1027,amaze view nice pool comfy bed plush bathroom room photos book com accurate check operations need improve licence yet alcohol go next door,neutral
1028,view room nice enjoy horrible facilities room hotel locate far center staff friendly shower horrible control water temperature suddenly hot cold manage take shower hotel stupid idea glass wall shower room bed obviously leak water allover room take shower view room good cant enjoy poor facilities room avoid hotel,neutral
1029,location hotel hill away city centre initially dificulties reach hotel also road lead hotel narrow last portion road asphalt breakfast menu order many varieties items eg single type bread single type cereals book king suite expect get end get interconnect standard room,neutral
1030,view beautiful breath take plesent thing say blue mount hotel kandystaff skills way average food better eat elsewhere problem happen staff manager avoid,neutral
1031,ddnt enjoy stay staff well train think understand problem well dinner give us days old rice hotel empty still look mess much mosquitoes use pool wellwas,positive
1032,view nicefood expensive menu order,neutral
1033,view room amazingour room get clean give fresh towel water,neutral
1034,nice clean room nice view hill far center unless tuk tuk guy friends someone hotel lock prefer rate good food choices,neutral
1035,star best cheese tomato sandwich al carte dinner option much else unlicensed bar open poor facilities clean fill pool whole time waste money poor experience,negative
1036,absolutely love view room also pool amaze view one employees name thushan amaze welcome happy extremely toooooo many mosquitoes inside hotel also laundry service disappoint,neutral
1037,view amaze hot tub great little loud though mosquitoes everywhere room second night pleasant,neutral
1038,view nice check service quick enough reasonable swim pool look good beautiful place never swim facilities brand new tentative high end architecture like shower view mountains hardly believe actual architect ever hire though go balcony easy feel construction site difference raw poorly execute bed nice also good wifi available breakfast terrible depressive area fly roam get buffet already fresh food serve save money simple things like metal cover items obligate roll plastic film order uncover pick shameful save staff try nice clearly undertrained make inconvenient room din disaster order pizza would offend anyone ever get touch anything freeze pizza sandiwch go name mount blue expect sure thing disastrous unfortunately,neutral
1039,great infinite pool clean comfortable hotel room great view kandy pool assistant great manner attention detail make us feel welcome could tell great hospitality experience guy need promotion keep us wait lobby arrival pm pay breakfast get options menu egg pp room service take hr mins arrive burger inexperienced concierge staff,neutral
1040,amaze view location nice staff restaurant reception comfortable clean room balcony beautiful swim pool good breakfastthe water shower always switch cold hot without remain stable bedrooms direction reception ask even turn lobby music able sleep receptionist slow rude especially driver apparently stay even wait us lobby book book com check late even room ready towel receptionist super slow react end take mn manage prepare bill really show annoy besides hotel great,neutral
1041,clean hotel good viewhot water consistent liquor sale,neutral
1042,friendly staff brand new hotel compare hotels stay sri lanka bite pricier special comfortable stay beautiful clean room,positive
1043,rest excellent amaze view roomstaff welcome smiley,neutral
1044,excellent condition comfortable recommend try thankz kandy city stay,positive
1045,comfortable good location facilities okaythere cockroach room well bathroom,neutral
1046,front office manager janu kind give us tip visit maliga dalada temple,positive
1047,book kandy city stay twice first time really enjoy stay visit second time cant contact staff search front desk member staff member get key room one stay nearly hour someone try contact via phone change mind come back search another hotel stay,positive
1048,staff friendliness cleannessno wifi,neutral
1049,location really great room really big comfortable breakfast also good,positive
1050,room clean adequately comfortable location great goodview balcony water bottle provide hot water work park enough,neutral
1051,comfy bed reasonably price less ten mins walk kandy train station good food rooftop bar would stay,positive
1052,great place overnight stop kandy walk distance bus station town centre view rooftop restaurant great bathrooms clean locker storage capsule layout good wifi good capsule wifi rooftop common area,neutral
1053,gorgeous glass balcony wonderful view room bathroom perfect bed comfy bar restaurant head staircase next room noisy stop morning start airco filter dirty,neutral
1054,bed comfortable roof top really nice could stay late even party top without problems little bite dirty,neutral
1055,comfortable bed good shower helpful staff,positive
1056,great difficult get sleep people constantly come go throughout nightwas,neutral
1057,goodwas,positive
1058,especially like open terrace room really space full well equip many different light possible occasion,positive
1059,location really good rooftop restaurant greatthe bedsheets look clean get skin problem first night tell manager change immediately,neutral
1060,great breakfast rooftop restaurantwas,positive
1061,private pod fairly comfortable light plug large bed lockers little trashcan bed fan room ac shoe lockers flip flop use stay windows wifi room ok bathroom could use keep fairly good condition pretty clean roof top terrace great food restaurant good breakfast big good ish minute walk train station could use general upkeep,neutral
1062,room veru spacious keep clean towel bedsheets clean surround hotel main city advantage want roam around city staff cooperative want checkout early morning arrange withput hitchthere room extension call reception cas emergency,neutral
1063,really big room scenic view food goodthe receptionist really friendly wait us door even carry bag answer question cut us talk explain anything horrible thing see lot hair toilet bath,neutral
1064,staff place good locationnothing,neutral
1065,check smooth swiftly nice accommodation centrally locate lovely nite stay,positive
1066,nice place visit really calm environment good restaurant highly recomendedwas,positive
1067,good service good food good view topthe wash room bite improvement,positive
1068,big room comfortable bed clean great shower,positive
1069,nice terrace view city nic breakfastthe locality hotel isnt nice rush,neutral
1070,luxurious sri lankan standards nice big bed amaze shower roof top terrace nice food really good definitely recommend good,positive
1071,great view kandy roomit min walk centre kandy bathroom clean arrival also go build work way happen night hotels fault still heat room,positive
1072,spacious room bathroom little bite compact well position restaurant awesome food delicious much view value money,positive
1073,one night straight plane colombo want get away airport asap head v near train station choose journey ella staff lovely show us room lift access even go roof supper quite late delicious sri lankan breakfast perfect way start trip accommodation quite basic job look,positive
1074,upgrade top room review standard double room,positive
1075,better place stay nothing say keep soap sanitary items time request get items,neutral
1076,photos look much better reality,positive
1077,nice room comfy bed get amaze view kandy even room rooftop provide better view kandy city walk distance nearby eateries bed driver comfy driver find place stay,positive
1078,wifi stable go come one reception everytime go,negative
1079,good room good locationwas,positive
1080,book bunk extremely comfortable great value money sure room even better please ensure equip bunk equally instance mine rack air towel,negative
1081,room amaze great view really cool bath tub bed also comfortable several english tv channel really fantastic place stay deceptive small lobby lead amaze upstairs space incredibly helpful staffsome fixtures bathroom may need repair plug socket fix wall etc easily solve issue,positive
1082,perfect location rooftop fantastic night food cheap yummy overall would defenetly go next month alsolacking space toilet big make person couldnt fit,positive
1083,awesome staywas,positive
1084,good location near train station helpful staff help organise train ticket ellaquite noisy night time busy road,positive
1085,perfect little hotel one night stopover kandy room large comfortable great location good value money,positive
1086,good clean room enough space enough space park proper lobby area,negative
1087,room really spacious nice restaurant top hotel tasty breakfast receptionist forget charge additionally airport transport later remind chase private gmail,positive
1088,people welcome private tour good go think go get train kandy way ella train instead advise tour guide decide go kandy nuwara eliya taxi get go tea plantations tea factories waterfalls lunch get train around hours much easier get seat would definitely recommend view room amaze safe lock drawer door wardrobe close,positive
1089,location near town really good nice view also give newest room nice balcony like request ask pay balcony room room nice decide stay room hot water shower drain stay one night near railway,negative
1090,come late long journey owner greet us fresh lemonades take heavy luggage process check quite fast possible pay via mastercard room clean enough include nice single bed soft pillow towel mini bar sofa bathroom shower hairdryer get chance try beverages bar area roof viewpoint city beautiful miss reasonable price get wi fi poor little bite unfortunately hot water bathroom,positive
1091,comfortable bed beautiful bathroom terrace also great,positive
1092,staff welcome polite breakfast good view city amaze shower room wow factor cleanliness sheet great blood strain,neutral
1093,room equip require accessories comfy bed spectacular view room rooftop plus minutes walk train bus station need improve cleanliness,neutral
1094,amaze room viewswas,positive
1095,room n wash roomparking,neutral
1096,room facilities goodnot satisfy place surround locate less park facilities,neutral
1097,view roof topfood better,positive
1098,room lot nicer think rock nice close everythingthere staff reception middle day reception play music middle night asleep couch could hear room try sleep nothing available fridges water oil great,neutral
1099,arrive late make burgers especially us good location friendy personell great price dorm could bite cleaner though stain sheet shower lot hairs,neutral
1100,better visit enjoy cleanliness great,neutral
1101,excellent room frendly staff place good value money best service,positive
1102,room big extremely nice showerswindows make see hotel nice except room roof bar,neutral
1103,best part hotel driver nadith way driver tour guide make first days remarkable clearly communicate us arrangements speak good english make sure miss anything tour sigiriya stop spice garden great lunch even saw hara buddha kandy knowledgeable sri lanka speak great pride book next day another tour take advice shorten train trip kandy ella hop nanu oya saw tea plantations amaze thank nadith great days tour company would recommend hotel renovation low season stop staff make sure great experience,positive
1104,breakfast good car park bad car park better arrange tv room like others,neutral
1105,view rooftop great insects room,neutral
1106,location bestwas,positive
1107,nice location near railway station bus station tourist spot within accessable distance roof top amaze drink,positive
1108,room clean excellent shower breakfast buffet good laundrette service speedybuilding inside feel like hotel welcome,positive
1109,nice rooftop chill breakfast first day amaze n lot wifi work well hotel room spacious n clean felt welcome n safe hotel city center take around min walk easy find second day breakfast wasnt nice like first day hot water bite warm differnt shower function great,neutral
1110,stay one night room great view kandy first room full bug manager quickly change better one,positive
1111,bathroom pretty balcony great viewsbathroom smelt bite damp maybe pip,neutral
1112,wall bed style complete privacy everything need fan light power small bathrooms toilet shower bed fan break,neutral
1113,room especially view room stun shower good take get hot location good near trainstation hotel renovate quite noisy dusty also check try make us pay cash reservation sign reception clearly state creditcard pyments available lot debate give could pay card,neutral
1114,private room big rooftop gorgeous view,positive
1115,great waterfall shower staff friendly accommodate needshad cockroach room dirty linen new set provide right away,positive
1116,bathroom super cool three different type shower head view roof spectacular unreal view mountains town travel next day arrive train place good stay hundred metres road train station way pass bunch small food stall great food,positive
1117,well appoint room comfortablenothing,positive
1118,bed pillow really comfortable shower amaze ac work properly breakfast worth price,neutral
1119,nice view room short walk citythey build work next room,positive
1120,way bed arrange really cool complete privacy even though bed even really notice people stay room smell really nice air condition room hang wash clothe room basement window also entrance door room loud wake several time morning,neutral
1121,nice place stay expansivewas,positive
1122,stay one night travel train nurawa eliya family room large comfortable convenient station mins walk bite noise train go past occasional nothing worry staff helpful friendly breakfast top floor provide good view town surround hill,positive
1123,really good place money nice clean bed boxwifi work days need,neutral
1124,massive king size bed comfortable table ac work great really nice bathroom comfortable chair read lot storage lot space general also fridge water complimentary drink snack sale good location cleanest room big cockroach run around staff always around late night rooftop restaurant inaccessible,neutral
1125,bed comfortable cubicle plenty light sockets breakfast buffet vary plentiful tasty shower powerful hot nice rooftop relax explore city close bus train station severe smell drain linger dorm room get nauseate time night,positive
1126,good location close train bus station big clean room bathroom breakfast bite expensive give,neutral
1127,location fantastic roof top sit area breakfast delicious staff kind enough clarify doubt regard travel plan bathrooms toilets rather cramp require careful manoeuvre,positive
1128,good view friendly staff welcome drink arrange taxi sigiriya good pricenot clean rabish bin room previous guests dirty windows balcony,neutral
1129,sleep pod really great washrooms bite cramp,neutral
1130,room really nice great view friendly staff offer drink cold towel arrival nice view rooftop breakfast room breakfast good,positive
1131,buffet breakfast good western sri lankan food nice top build also rooftop offer great view city room big amenities hotel free water upgrade check even room better guess furniture size windows traslucent see felt bite like cage,neutral
1132,room cosythe property noisy first thing morning also shade bathroom soon sun rise get light room,negative
1133,mega close train station sun terrace excellent need better bar restaurant serve shower great busy road outside essentially describe whole kandy loud fine go sleep bar restaurant much offer,neutral
1134,room clean spacious unfortunately rooftop bar close day stay view top beautiful,positive
1135,place locate town nearby place,positive
1136,friendly staff welcome drink nice well equip new accommodation balcony good view open restaurant nd highest level good price relax rooftop area best view botanical garden recommend tooth temple puja crowd havent see anything worth money really recommend,positive
1137,nice place box bed nice comfortable share bathroom clean modern nice breakfast much food go upstairs dinner top roof restaurant take super extra time serve us thing ask super slow also order food bring us different thing also order beers hot even fresh sorry top roof restaurant awfull,negative
1138,big bed comfortable stayfood,neutral
1139,room spacious bed super comfortable hotel staff helpful nice polite even help us organize sightsee tuktuk tour kandy day trip sigiriya dambulla nice rooftop terrace chill great view kandy wall paper thin unfortunately loud neighbour sleep second night,neutral
1140,dorm private u still space bed great roof top great view lovely place drink even noisy fan dorm,neutral
1141,centrally locate nice showerwas,positive
1142,stay mix dormitory really appreciate design bed capsule lend lot privacy rooftop also nice place chill look city restaurant look beautiful location walk distance airport station staff super helpful good place stay one dormitory rest place like hotel solo traveler may bite less likely meet solo travelers even though blast rooftop dorm guests,positive
1143,nice room comfi bed clean bathroom hot water much noisy night railway window horn bus,neutral
1144,opt deluxe room earlier cancel hotel staff reason go dormitory parcel order place must say great decision dormitory good us clean quiet love experience cheap good food rooftop restaurant good eat late lunch everything else good,negative
1145,great location comfortable bed use stop one night get train station perfectly comfortable night,positive
1146,bed comfortable room beautiful shower amaze nice rooftop area sit beer manager nice lot fly room mosquito net bother window see would nice opaque noisy room soundproof could even hear neighbour snore direct restaurant get lose try find breakfast first day,negative
1147,name heavy traffic bus near hotel main bus station nearby make bite hard carry big luggage narrow sidewalks exist,negative
1148,location ideal super close bus train room really clean great bathroom hot shower tea coffee really comfy bed little noisy night city light sleeper like take earplugs would stay communal areas little tire one chair break terrace,positive
1149,room comfortable c clean shower get pay okay short stay staff quite helpful get family van day give us helpful advice kandy show daily room service stay longer days use towel lot noise one night come traffic nights good,neutral
1150,good location busy road quiet inside walk distance sacred tooth relic temple lake great view good size room lovely roof top area relaxwi fi hit miss try fix,positive
1151,capsule give feel privacy even though several people stay room bed comfortable sleep well roof terrace amaze see city every direction location close main bus station great fan capsule work,positive
1152,view locationall ok,positive
1153,comfortable room friendly staff really good food upstairs restaurant lunch bfast overall really good valueit bite walk kandy main attractions,positive
1154,price cheap room space large absolutely excellent quality reasonable price also room clean bed size big nothing like,positive
1155,amaze capsule good hot shower nice staff clean,positive
1156,close walk distance town room big roof terrace great view breakfast restaurant area convenient staff reception helpful good,positive
1157,room great staff friendly location good wi fi excellentcould bite noisy,neutral
1158,dorm room cool ventilate bunk curtain add level privacy great everything need comfy mattress powerful hot shower rarity sri lanka toilets ridiculously small could sit comfort less unfortunately pretty ill stay fault hotel cram toilet square metre hours end incredibly uncomfortable also opt breakfast include option pay extra one morning two us claim full english neither english full second day lovely fresh sri lankan breakfast friendly corner shop front door hotel fraction price unless option breakfast include would highly recommend pay,negative
1159,nice staff comfortable bed privacy central positionwas,positive
1160,basic tad dirty good pay,negative
1161,room incredible view bedroom bathroom hotel slightly town short walk cheap tuk tuk ride away staff helpful arrive early night book hold luggage allow shower explore main city bed big comfy good power outlet access good value money take card build bite odd business sandwich room,neutral
1162,room beautiful amaze view bathroom nice really modern do nicely bed really comfy rooftop area restaurant lovely view really nice addition staff helpful organise take us day trip sigiriya great location good hop walk town take main road really nice walk tuk tuks cheap town anyway also reception area entrance walk instantly make think oh hotel go like please put lovely reception area could spruce,neutral
1163,pricenothing,positive
1164,like bunk bed provide private space light enough provide blanket sheet mini fan well location actually near railway station think go really dark road since arrive sunset consider tuktuk go arrive night,neutral
1165,location great walk hotel temple tooth relic kandy lake shop resturaunts service friendly bed comfortable minor issue hot water,positive
1166,modern roomnot clean restaurant good,neutral
1167,room clean comfortable near train station entrance lobby area run give bad impression,negative
1168,helpful welcome staff room amenities great lovely roof terrace hotel locate busy area find difficult sleep first night,neutral
1169,spacious room comfortable bed breakfast rooftop bar possibly laundry helpful friendly staff room soundproof could hear people staircase,neutral
